,state,Job Title,Experience,Locations,Description,Tags Associated,Dates posted,Scraped date
3,tamil-nadu,Urgent Hiring For Area Manager In Pharma Company,4-9 Yrs,"Ambala, Trivandrum, Kozhikode, Davangere, Coimbatore, Warangal"," Davangere, Warangal, Calicut, Coimbatore, Trivandrum, Ambala Experience: Minimum 3 yrs ...",pharma salesdistrict managerpharma marketingarea sales managerarea managerabmpharmaceutical salessenior area business manager,2 Days Agosave,Mon Apr 27
4,tamil-nadu,Customer Support Officer (life Insurance),1-5 Yrs,"Vapi, Varanasi, Vellore, Vadodara, Trivandrum, Udaipur, Warangal, Visakhapatnam, Vijayawada", Establishing and strengthening relationship with allocated customer base .Collection of...,marketing managerbusiness developmentbdmbusiness development managersales,2 Days Agosave,Mon Apr 27
5,tamil-nadu,Urgent hiring For Jr.Sales/Sales Executive profile,2-7 Yrs,"Hosur, Guntur, Davangere, Anantapur, Warangal", Should be comfortable for extensive travelling/ Sales & collection activities,Dealer SalesMarketing OperationsSales ManagementDealingDomestic MarketingCredit ControlSales Executive Activities,HOT JOB20 Days Agosave,Mon Apr 27
6,tamil-nadu,Branch manager - Gold Loan,4-7 Yrs,"Tuticorin, Palakkad, Kanchipuram, Delhi, Malappuram, Kochi, Khammam, Warangal, Dharwad", Qualification: Graduation (mandate)Should have handled Gold Loan for a minimum of 2-3 y...,Branch ManagementSales OperationsGold Loanbusiness developmentgold loan officersalesMarketing,30+ Days Agosave,Mon Apr 27
7,tamil-nadu,Gold Loan Officer,2-5 Yrs,"Vellore, Pune, Tuticorin, Ghaziabad, Bhopal, Ahmedabad, Indore, Khammam, Warangal", Job Brief: Customer Service & Operations of Gold Loan. Customer Acquisition. Cross-sell...,Gold Loan ExecutiveCross Sellingloan executiveLoan OfficerBankingGold Loanbusiness developmentCustomer Service Operations,30+ Days Agosave,Mon Apr 27
8,tamil-nadu,IT Company - Software Developers 2020 freshers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,11 Days Agosave,Mon Apr 27
9,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Varanasi, Yamunanagar, Vellore, Wayanad, Vasai, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,13 Days Agosave,Mon Apr 27
10,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.techb.ehr,13 Days Agosave,Mon Apr 27
11,tamil-nadu,Mechanical Engineer Be/btech Freshers - 2020,0-0 Yrs,"Hosur, Chennai, Kanchipuram, Guntur, Bengaluru, Warangal, Hyderabad, Visakhapatnam, Vijayawada", Developing and implementing quality standards. Developing and implementing quality cont...,qcquality assuranceHiringB.EHRMechanical EngineeringB.TechQuality Control,11 Days Agosave,Mon Apr 27
12,tamil-nadu,QC Chemist / Formulation / B.pharmacy / M.pharmacy /m.sc Chemistry,0-2 Yrs,"Tirupati, Chennai, Warangal, Hyderabad, Visakhapatnam, Vijayawada"," Well Knowledge Handling of HPLC, GC, UV, FT-IR and Wet Analysis, Documentation for Q.C°°",qaUVQCquality controlq.cFTIRquality assuranceGC,12 Days Agosave,Mon Apr 27
0,tamil-nadu,Sr. Regional Manager / ZM - Sales @ South (edtech Sales / B2B /b2c),9-14 Yrs,"Chennai, Karimnagar, Guntur, Warangal, Hyderabad, Visakhapatnam", Any Graduate / Post Graduate / MBA (Marketing) .7-15 years of experience in B2B Sales /...,Ebix SmartclassNegotiation SkillsBGMExtramarks EducationB2B SalesNext EducationRaptorMarketing,2 Days Agosave,Mon Apr 27
1,tamil-nadu,Branch Manager - Gold Loan,4-7 Yrs,"Tuticorin, Palakkad, Kanchipuram, Delhi, Malappuram, Kochi, Khammam, Warangal, Dharwad", Qualification: Graduation (mandate)Should have handled Gold Loan for a minimum of 2-3 y...,Branch ManagementSales OperationsGold Loanbusiness developmentgold loan officersalesMarketing,HOT JOB4 Days Agosave,Mon Apr 27
2,tamil-nadu,Gold Loan Officer,2-5 Yrs,"Vellore, Pune, Tuticorin, Ghaziabad, Bhopal, Ahmedabad, Indore, Khammam, Warangal", Job Brief: Customer Service & Operations of Gold Loan. Customer Acquisition. Cross-sell...,Gold Loan ExecutiveCross Sellingloan executiveLoan OfficerBankingGold Loanbusiness developmentCustomer Service Operations,HOT JOB4 Days Agosave,Mon Apr 27
3,tamil-nadu,Urgent Hiring For Area Manager In Pharma Company,4-9 Yrs,"Ambala, Trivandrum, Kozhikode, Davangere, Coimbatore, Warangal"," Davangere, Warangal, Calicut, Coimbatore, Trivandrum, Ambala Experience: Minimum 3 yrs ...",pharma salesdistrict managerpharma marketingarea sales managerarea managerabmpharmaceutical salessenior area business manager,2 Days Agosave,Mon Apr 27
4,tamil-nadu,Customer Support Officer (life Insurance),1-5 Yrs,"Vapi, Varanasi, Vellore, Vadodara, Trivandrum, Udaipur, Warangal, Visakhapatnam, Vijayawada", Establishing and strengthening relationship with allocated customer base .Collection of...,marketing managerbusiness developmentbdmbusiness development managersales,2 Days Agosave,Mon Apr 27
5,tamil-nadu,Urgent hiring For Jr.Sales/Sales Executive profile,2-7 Yrs,"Hosur, Guntur, Davangere, Anantapur, Warangal", Should be comfortable for extensive travelling/ Sales & collection activities,Dealer SalesMarketing OperationsSales ManagementDealingDomestic MarketingCredit ControlSales Executive Activities,HOT JOB20 Days Agosave,Mon Apr 27
6,tamil-nadu,Branch manager - Gold Loan,4-7 Yrs,"Tuticorin, Palakkad, Kanchipuram, Delhi, Malappuram, Kochi, Khammam, Warangal, Dharwad", Qualification: Graduation (mandate)Should have handled Gold Loan for a minimum of 2-3 y...,Branch ManagementSales OperationsGold Loanbusiness developmentgold loan officersalesMarketing,30+ Days Agosave,Mon Apr 27
7,tamil-nadu,Gold Loan Officer,2-5 Yrs,"Vellore, Pune, Tuticorin, Ghaziabad, Bhopal, Ahmedabad, Indore, Khammam, Warangal", Job Brief: Customer Service & Operations of Gold Loan. Customer Acquisition. Cross-sell...,Gold Loan ExecutiveCross Sellingloan executiveLoan OfficerBankingGold Loanbusiness developmentCustomer Service Operations,30+ Days Agosave,Mon Apr 27
8,tamil-nadu,IT Company - Software Developers 2020 freshers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,11 Days Agosave,Mon Apr 27
9,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Varanasi, Yamunanagar, Vellore, Wayanad, Vasai, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,13 Days Agosave,Mon Apr 27
10,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.techb.ehr,13 Days Agosave,Mon Apr 27
11,tamil-nadu,Mechanical Engineer Be/btech Freshers - 2020,0-0 Yrs,"Hosur, Chennai, Kanchipuram, Guntur, Bengaluru, Warangal, Hyderabad, Visakhapatnam, Vijayawada", Developing and implementing quality standards. Developing and implementing quality cont...,qcquality assuranceHiringB.EHRMechanical EngineeringB.TechQuality Control,11 Days Agosave,Mon Apr 27
12,tamil-nadu,QC Chemist / Formulation / B.pharmacy / M.pharmacy /m.sc Chemistry,0-2 Yrs,"Tirupati, Chennai, Warangal, Hyderabad, Visakhapatnam, Vijayawada"," Well Knowledge Handling of HPLC, GC, UV, FT-IR and Wet Analysis, Documentation for Q.C°°",qaUVQCquality controlq.cFTIRquality assuranceGC,12 Days Agosave,Mon Apr 27
13,tamil-nadu,Doctor Relationship Associate,1-3 Yrs,"Chennai, Pune, Warangal, Visakhapatnam, Hyderabad, Vijayawada", Responsibilities: Target Achievement Efforts numbers Categorization Doctors profiling i...,CounsellorSalesDatabase managementMISclinical headBrand awarenessCMEDoctor,10 Days Agosave,Mon Apr 27
0,tamil-nadu,Sr. Regional Manager / ZM - Sales @ South (edtech Sales / B2B /b2c),9-14 Yrs,"Chennai, Karimnagar, Guntur, Warangal, Hyderabad, Visakhapatnam", Any Graduate / Post Graduate / MBA (Marketing) .7-15 years of experience in B2B Sales /...,Ebix SmartclassNegotiation SkillsBGMExtramarks EducationB2B SalesNext EducationRaptorMarketing,2 Days Agosave,Mon Apr 27
1,tamil-nadu,Branch Manager - Gold Loan,4-7 Yrs,"Tuticorin, Palakkad, Kanchipuram, Delhi, Malappuram, Kochi, Khammam, Warangal, Dharwad", Qualification: Graduation (mandate)Should have handled Gold Loan for a minimum of 2-3 y...,Branch ManagementSales OperationsGold Loanbusiness developmentgold loan officersalesMarketing,HOT JOB4 Days Agosave,Mon Apr 27
2,tamil-nadu,Gold Loan Officer,2-5 Yrs,"Vellore, Pune, Tuticorin, Ghaziabad, Bhopal, Ahmedabad, Indore, Khammam, Warangal", Job Brief: Customer Service & Operations of Gold Loan. Customer Acquisition. Cross-sell...,Gold Loan ExecutiveCross Sellingloan executiveLoan OfficerBankingGold Loanbusiness developmentCustomer Service Operations,HOT JOB4 Days Agosave,Mon Apr 27
3,tamil-nadu,Urgent Hiring For Area Manager In Pharma Company,4-9 Yrs,"Ambala, Trivandrum, Kozhikode, Davangere, Coimbatore, Warangal"," Davangere, Warangal, Calicut, Coimbatore, Trivandrum, Ambala Experience: Minimum 3 yrs ...",pharma salesdistrict managerpharma marketingarea sales managerarea managerabmpharmaceutical salessenior area business manager,2 Days Agosave,Mon Apr 27
4,tamil-nadu,Customer Support Officer (life Insurance),1-5 Yrs,"Vapi, Varanasi, Vellore, Vadodara, Trivandrum, Udaipur, Warangal, Visakhapatnam, Vijayawada", Establishing and strengthening relationship with allocated customer base .Collection of...,marketing managerbusiness developmentbdmbusiness development managersales,2 Days Agosave,Mon Apr 27
5,tamil-nadu,Urgent hiring For Jr.Sales/Sales Executive profile,2-7 Yrs,"Hosur, Guntur, Davangere, Anantapur, Warangal", Should be comfortable for extensive travelling/ Sales & collection activities,Dealer SalesMarketing OperationsSales ManagementDealingDomestic MarketingCredit ControlSales Executive Activities,HOT JOB20 Days Agosave,Mon Apr 27
6,tamil-nadu,Branch manager - Gold Loan,4-7 Yrs,"Tuticorin, Palakkad, Kanchipuram, Delhi, Malappuram, Kochi, Khammam, Warangal, Dharwad", Qualification: Graduation (mandate)Should have handled Gold Loan for a minimum of 2-3 y...,Branch ManagementSales OperationsGold Loanbusiness developmentgold loan officersalesMarketing,30+ Days Agosave,Mon Apr 27
7,tamil-nadu,Gold Loan Officer,2-5 Yrs,"Vellore, Pune, Tuticorin, Ghaziabad, Bhopal, Ahmedabad, Indore, Khammam, Warangal", Job Brief: Customer Service & Operations of Gold Loan. Customer Acquisition. Cross-sell...,Gold Loan ExecutiveCross Sellingloan executiveLoan OfficerBankingGold Loanbusiness developmentCustomer Service Operations,30+ Days Agosave,Mon Apr 27
8,tamil-nadu,IT Company - Software Developers 2020 freshers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,11 Days Agosave,Mon Apr 27
9,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Varanasi, Yamunanagar, Vellore, Wayanad, Vasai, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,13 Days Agosave,Mon Apr 27
10,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.techb.ehr,13 Days Agosave,Mon Apr 27
11,tamil-nadu,Mechanical Engineer Be/btech Freshers - 2020,0-0 Yrs,"Hosur, Chennai, Kanchipuram, Guntur, Bengaluru, Warangal, Hyderabad, Visakhapatnam, Vijayawada", Developing and implementing quality standards. Developing and implementing quality cont...,qcquality assuranceHiringB.EHRMechanical EngineeringB.TechQuality Control,11 Days Agosave,Mon Apr 27
12,tamil-nadu,QC Chemist / Formulation / B.pharmacy / M.pharmacy /m.sc Chemistry,0-2 Yrs,"Tirupati, Chennai, Warangal, Hyderabad, Visakhapatnam, Vijayawada"," Well Knowledge Handling of HPLC, GC, UV, FT-IR and Wet Analysis, Documentation for Q.C°°",qaUVQCquality controlq.cFTIRquality assuranceGC,12 Days Agosave,Mon Apr 27
13,tamil-nadu,Doctor Relationship Associate,1-3 Yrs,"Chennai, Pune, Warangal, Visakhapatnam, Hyderabad, Vijayawada", Responsibilities: Target Achievement Efforts numbers Categorization Doctors profiling i...,CounsellorSalesDatabase managementMISclinical headBrand awarenessCMEDoctor,10 Days Agosave,Mon Apr 27
14,tamil-nadu,Urgent Hiring For Area Manager In Pharma Company,4-9 Yrs,"Ambala, Trivandrum, Kozhikode, Davangere, Warangal, Coimbatore"," Davangere, Warangal, Calicut, Coimbatore, Trivandrum, Ambala Experience: Minimum 3 yrs ...",pharma salesdistrict managerpharma marketingarea sales managerarea managerabmpharmaceutical salessenior area business manager,21 Days Agosave,Mon Apr 27
0,tamil-nadu,Sr. Regional Manager / ZM - Sales @ South (edtech Sales / B2B /b2c),9-14 Yrs,"Chennai, Karimnagar, Guntur, Warangal, Hyderabad, Visakhapatnam", Any Graduate / Post Graduate / MBA (Marketing) .7-15 years of experience in B2B Sales /...,Ebix SmartclassNegotiation SkillsBGMExtramarks EducationB2B SalesNext EducationRaptorMarketing,2 Days Agosave,Mon Apr 27
1,tamil-nadu,Branch Manager - Gold Loan,4-7 Yrs,"Tuticorin, Palakkad, Kanchipuram, Delhi, Malappuram, Kochi, Khammam, Warangal, Dharwad", Qualification: Graduation (mandate)Should have handled Gold Loan for a minimum of 2-3 y...,Branch ManagementSales OperationsGold Loanbusiness developmentgold loan officersalesMarketing,HOT JOB4 Days Agosave,Mon Apr 27
2,tamil-nadu,Gold Loan Officer,2-5 Yrs,"Vellore, Pune, Tuticorin, Ghaziabad, Bhopal, Ahmedabad, Indore, Khammam, Warangal", Job Brief: Customer Service & Operations of Gold Loan. Customer Acquisition. Cross-sell...,Gold Loan ExecutiveCross Sellingloan executiveLoan OfficerBankingGold Loanbusiness developmentCustomer Service Operations,HOT JOB4 Days Agosave,Mon Apr 27
3,tamil-nadu,Urgent Hiring For Area Manager In Pharma Company,4-9 Yrs,"Ambala, Trivandrum, Kozhikode, Davangere, Coimbatore, Warangal"," Davangere, Warangal, Calicut, Coimbatore, Trivandrum, Ambala Experience: Minimum 3 yrs ...",pharma salesdistrict managerpharma marketingarea sales managerarea managerabmpharmaceutical salessenior area business manager,2 Days Agosave,Mon Apr 27
4,tamil-nadu,Customer Support Officer (life Insurance),1-5 Yrs,"Vapi, Varanasi, Vellore, Vadodara, Trivandrum, Udaipur, Warangal, Visakhapatnam, Vijayawada", Establishing and strengthening relationship with allocated customer base .Collection of...,marketing managerbusiness developmentbdmbusiness development managersales,2 Days Agosave,Mon Apr 27
5,tamil-nadu,Urgent hiring For Jr.Sales/Sales Executive profile,2-7 Yrs,"Hosur, Guntur, Davangere, Anantapur, Warangal", Should be comfortable for extensive travelling/ Sales & collection activities,Dealer SalesMarketing OperationsSales ManagementDealingDomestic MarketingCredit ControlSales Executive Activities,HOT JOB20 Days Agosave,Mon Apr 27
6,tamil-nadu,Branch manager - Gold Loan,4-7 Yrs,"Tuticorin, Palakkad, Kanchipuram, Delhi, Malappuram, Kochi, Khammam, Warangal, Dharwad", Qualification: Graduation (mandate)Should have handled Gold Loan for a minimum of 2-3 y...,Branch ManagementSales OperationsGold Loanbusiness developmentgold loan officersalesMarketing,30+ Days Agosave,Mon Apr 27
7,tamil-nadu,Gold Loan Officer,2-5 Yrs,"Vellore, Pune, Tuticorin, Ghaziabad, Bhopal, Ahmedabad, Indore, Khammam, Warangal", Job Brief: Customer Service & Operations of Gold Loan. Customer Acquisition. Cross-sell...,Gold Loan ExecutiveCross Sellingloan executiveLoan OfficerBankingGold Loanbusiness developmentCustomer Service Operations,30+ Days Agosave,Mon Apr 27
8,tamil-nadu,IT Company - Software Developers 2020 freshers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,11 Days Agosave,Mon Apr 27
9,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Varanasi, Yamunanagar, Vellore, Wayanad, Vasai, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.ehrb.tech,13 Days Agosave,Mon Apr 27
10,tamil-nadu,IT Company - Software Developers,0-0 Yrs,"Vellore, Yamunanagar, Wayanad, Vasco Da Gama, Warangal, Visakhapatnam, Vijayawada"," Designing and developing high-volume, low-latency applications for mission-critical sys...",hiringb.techb.ehr,13 Days Agosave,Mon Apr 27
11,tamil-nadu,Mechanical Engineer Be/btech Freshers - 2020,0-0 Yrs,"Hosur, Chennai, Kanchipuram, Guntur, Bengaluru, Warangal, Hyderabad, Visakhapatnam, Vijayawada", Developing and implementing quality standards. Developing and implementing quality cont...,qcquality assuranceHiringB.EHRMechanical EngineeringB.TechQuality Control,11 Days Agosave,Mon Apr 27
12,tamil-nadu,QC Chemist / Formulation / B.pharmacy / M.pharmacy /m.sc Chemistry,0-2 Yrs,"Tirupati, Chennai, Warangal, Hyderabad, Visakhapatnam, Vijayawada"," Well Knowledge Handling of HPLC, GC, UV, FT-IR and Wet Analysis, Documentation for Q.C°°",qaUVQCquality controlq.cFTIRquality assuranceGC,12 Days Agosave,Mon Apr 27
13,tamil-nadu,Doctor Relationship Associate,1-3 Yrs,"Chennai, Pune, Warangal, Visakhapatnam, Hyderabad, Vijayawada", Responsibilities: Target Achievement Efforts numbers Categorization Doctors profiling i...,CounsellorSalesDatabase managementMISclinical headBrand awarenessCMEDoctor,10 Days Agosave,Mon Apr 27
14,tamil-nadu,Urgent Hiring For Area Manager In Pharma Company,4-9 Yrs,"Ambala, Trivandrum, Kozhikode, Davangere, Warangal, Coimbatore"," Davangere, Warangal, Calicut, Coimbatore, Trivandrum, Ambala Experience: Minimum 3 yrs ...",pharma salesdistrict managerpharma marketingarea sales managerarea managerabmpharmaceutical salessenior area business manager,21 Days Agosave,Mon Apr 27
